id,bipartite,displayname,category
112999,person,Father Will,L
104810,person,George Hammon,L
137582,person,Samson,R
113007,person,Bellarmin,L
137588,person,Earl Marischall,L
137592,person,Te●Iti●,U
113019,person,Overdo Them,U
137597,person,Romano Pontifice,H
137609,person,O●…,U
137614,person,Chro,U
113043,person,A Hulsius,L
104860,person,Cato,H
121249,person,Jehovah,R
104875,person,Cerda,H
129461,person,Mr Moor,L
121270,person,Pelagius,H
129492,person,John Salusbury,L
129494,person,Edward Lord Hyde,L
137694,person,Edmond Warcupp,L
121324,person,Jeduthun,R
121327,person,Henry Felton,L
104953,person,Ralph Gardener,L
113147,person,Hugo Grotius,L
129543,person,Catholik,L
104969,person,Darcy,L
121364,person,Adam,R
113181,person,Dr Cudworth,L
104993,person,Mercurio,F
129576,person,Valens,H
137786,person,H Scripture,R
121405,person,Chara,R
137792,person,Thomas Bodley,L
113230,person,Henry Thurman,L
121428,person,Cok●R,L
129621,person,Richard Brome,L
121431,person,Lucian,H
129633,person,William Lord Brereton Of Brereton In,L
105064,person,Hester,R
105076,person,Julian,H
129655,person,Hydra,F
121474,person,Lazarus,R
129690,person,Alexander Severus,L
113309,person,Potter,L
121514,person,Lawrence Bromfield,L
113331,person,Artisices,U
121530,person,Arrian,H
121540,person,Coll Soc,U
129733,person,Lucy,H
137931,person,Arian Bishops,H
137942,person,Urania,F
129751,person,Scipio,H
105191,person,Alexander Robertsone,L
129776,person,Trustee,L
137977,person,Romulus,F
113411,person,Woodbine,L
121605,person,Petrus Hurtado De Mendoza,L
121613,person,Porto,L
113426,person,Gilbert Lord,L
129817,person,Peninsular,U
105246,person,Thucydides,H
129822,person,Basil,H
113442,person,Arrucas,U
129835,person,Volusian,H
138034,person,W H,L
138049,person,St Clemens,H
121670,person,William Wyndham,L
129864,person,Cole-Blowers I,L
113490,person,Lord Roberts,L
113493,person,William Chadwell,L
121710,person,Christopher Clauser,L
105349,person,St Ambrose,H
121740,person,Isis,F
105361,person,King James,L
113553,person,Thomas Bewley,L
121757,person,Monies,U
121763,person,Peregrine Arrogance,U
129956,person,Vere Ενδοξοτατω,U
113574,person,Dormer,L
113578,person,Theron,H
121771,person,Dorothy Parsons,L
129971,person,Sheba,R
138164,person,Nabal,R
129976,person,Antichrist,R
138171,person,John Salusbury Of Llvenny,L
129982,person,Lady Lucy,L
138176,person,Nostradamus,L
138199,person,Dioclesian,H
113634,person,Mammon,R
138219,person,Rehoboam,R
121845,person,Athanasius,H
130040,person,Jupiter,F
113659,person,Ignoramus,U
105470,person,Joh,U
113662,person,Mrs Litster,L
138245,person,Viscount Thurles Lord Baron Of Arcloe,L
113701,person,John Earnly,L
138281,person,Newington,L
113716,person,Benjamin Bruning,L
105526,person,Campden,L
121910,person,His But,U
138296,person,Sibyl,F
130119,person,Blisset,L
138322,person,Deuteronomy,R
130130,person,Richard Earl Of Cork,L
130141,person,Sholeby,L
113761,person,Dort,L
113762,person,James Duke Of York,L
105578,person,Ishmael,R
105583,person,Brounrig,L
121981,person,Of Hauck-Church,L
113792,person,Jeroboam,R
138370,person,Prophet Nathan,R
121991,person,Bellarm,L
113804,person,Comanares,U
122001,person,Ingot,U
113809,person,Jezreel,R
138392,person,Titus,H
113816,person,Savanarola,H
122010,person,Priscilla,R
113843,person,Beauchampe,L
113844,person,Azariah,R
138425,person,Roger Bacon,L
105664,person,Guadalupe,U
105671,person,Hagarens,H
122060,person,Comptons,L
138445,person,Raunandus,H
130253,person,Sordido,U
122068,person,St Edmunebury,L
105691,person,Magog,R
105705,person,Sir Richard,L
113898,person,Appell,L
105721,person,Ironside Et Johanni Humphrys Armigeris,L
105729,person,Earl Of Kingston Viscount Newark Lord Pierrepont,L
113924,person,Atlas,F
122121,person,Richard Grevis Of Moseley Hall,L
122130,person,John Donne,L
105746,person,R●●Si,U
130326,person,Hampsteed,L
105751,person,George Lord Monk,L
138520,person,Thomas Brooks,L
113947,person,Lerena,U
122139,person,Pressick,L
105760,person,William Price,L
122152,person,Shrewsburies,L
122157,person,Thomas Bludworth,L
138542,person,Arrian Emperor,H
130374,person,I●…,U
138573,person,Alexander Brown,L
114004,person,Cymbal,U
105813,person,Ri,U
122199,person,N N,L
122202,person,Housh,L
105825,person,Lewis Xiii,L
105827,person,Jezabel,R
114020,person,Philo Judith,R
130405,person,John Nelme,L
105829,person,Henry North,L
138635,person,Mydas,F
114064,person,Dorcas,R
105886,person,Democracy,U
122277,person,Credulous,U
105908,person,Mary Norbane,L
114102,person,William Scrougie,L
122295,person,Thamar,R
130487,person,Calais,L
130492,person,Apelles,H
138689,person,Pindar,H
105928,person,Scarsdale,L
122315,person,Methuselah,R
114126,person,Thomas Salusbury,L
130526,person,Celsus Discourse,H
122335,person,Scotus,H
130548,person,St Luke,R
130552,person,Joash,R
122363,person,Chancellor Bacon,L
105994,person,Gadarens,R
122392,person,William Rook,L
138791,person,St Mark,R
114217,person,George Monk,L
138816,person,Lord Will,L
122436,person,God●,R
130638,person,Tertullian,L
122459,person,Biddiforde,H
138844,person,Constantine,H
122461,person,Of Angels,R
106083,person,Isaac,R
130663,person,Lugo,L
122473,person,Rutland,L
114287,person,Mr Jo,L
106103,person,Judah,R
122491,person,William Vincent,L
114304,person,Democritus,H
106117,person,Williams Lord Archbishop Of York,L
138888,person,Lord Bishop Of Chartres,L
106126,person,Korahs,R
130722,person,Dathan,R
138921,person,Agrippa,H
130731,person,Warder,L
122541,person,Lucius Brutus,H
138938,person,Dr Gawden,L
114363,person,Innocentius,H
138940,person,Rockingham,L
114369,person,Gendre,U
130773,person,Joh Conant,L
114389,person,William Seimor,L
114399,person,Mr Lilly,L
122596,person,Francis Brook,L
106238,person,Countess Of Northampton,L
130832,person,Major,L
106257,person,Anthony Ashlie-Cooper,L
130834,person,Anob,R
122652,person,Mr Milton,L
114467,person,Apostacy,R
106279,person,Thi●… Is,U
122666,person,Richard Thrale,L
106283,person,Crambo,U
114478,person,Alceste,F
114480,person,North-Cadbury,L
130872,person,Roger Lord Broghill,L
122684,person,Willoughbee Of Parham,L
130876,person,Abimelech,R
106302,person,Honorabl● Gentlewoman,L
139075,person,Rob Both,L
106310,person,Scrip,R
130894,person,Gihen,R
139086,person,Fontaine,L
122703,person,Eunice,R
122722,person,Breda,L
139108,person,Master Baxter,L
130919,person,Appollonius,H
139112,person,Plancus,H
139115,person,Ouldsworth,L
139116,person,Phainomena,H
106352,person,Arcanum,U
130934,person,Colcotharine Oil,U
114552,person,W Langley,L
130936,person,Themistocles,H
139136,person,Thomas Tirrell,L
106389,person,Abel,R
130967,person,Stanger,L
139178,person,Dion,R
139182,person,Plutarch,H
106425,person,General Monck,L
139195,person,John Ellesdon,L
114623,person,Conyers,L
106433,person,William Vincent Col,L
122820,person,Adonijah,R
122822,person,St Thomas Apostles,R
122847,person,Earl Of Canaruan,L
131045,person,James Boevey,L
122871,person,William Lord Craven,L
